ds,scheme,rule,eta,lam_end_frac,mse,loss,nnz,ep,time
california,prox_point,shuffle,0.300000,0.001000,4.803662,49639.483021,8,388.000000,0.058828
california,prox_point,random,0.300000,0.001000,4.803662,49639.483158,8,574.000000,0.085672
california,prox_point,block_shuffle,0.300000,0.001000,4.803662,49639.483058,8,294.000000,0.044642
california,prox_point,gs_r,0.300000,0.001000,4.803662,49639.483186,8,282.000000,0.078719
california,prox_point,gsl_r,0.300000,0.001000,4.803662,49639.483186,8,282.000000,0.078453
california,prox_linear_ext,cyclic,0.300000,0.001000,4.803662,49639.483097,8,288.000000,0.043723
california,prox_linear_ext,shuffle,0.300000,0.001000,4.803662,49639.483021,8,388.000000,0.059870
california,prox_linear_ext,random,0.300000,0.001000,4.803662,49639.483154,8,547.000000,0.082096
california,prox_linear_ext,block_shuffle,0.300000,0.001000,4.803662,49639.483058,8,294.000000,0.045070
california,prox_linear_ext,gs_r,0.300000,0.001000,4.803662,49639.483186,8,282.000000,0.078961
california,prox_linear_ext,gsl_r,0.300000,0.001000,4.803662,49639.483186,8,282.000000,0.079069
california,prox_linear_sgd,shuffle,0.300000,0.001000,23732649799958209227692181117728894253982956207402527953047494881257706946446849326354825182396176803241496887412197252122891832920863345186494617476011286711953956137598851743216390593952685816977467783390646271431380237300870862425453757013678644271357352101790005394040640503808.000000,244920945935568731934131775165974582672165830295961896606910502291271413032089746553689657659037201403910183653053106019209978783083928587049046964807154598783890554537175502889428789089259879403681708522639429414454788741035333444903726433521014994520567670700505310309944287544999936.000000,8,4000.000000,0.303978
california,prox_linear_svrg,shuffle,0.300000,0.001000,9.470109,97837.075138,8,1200.000000,0.038415
california,bcm,cyclic,0.300000,0.001000,4.803662,49639.483106,8,183.000000,0.111247
california,bcm,shuffle,0.300000,0.001000,4.803662,49639.483106,8,183.000000,0.110354
california,bcm,random,0.300000,0.001000,4.803662,49639.483106,8,183.000000,0.109777
california,bcm,block_shuffle,0.300000,0.001000,4.803662,49639.483106,8,183.000000,0.109869
california,bcm,gs_r,0.300000,0.001000,4.803662,49639.483106,8,183.000000,0.109975
california,bcm,gsl_r,0.300000,0.001000,4.803662,49639.483089,8,185.000000,0.113258
california,nesterov,random,0.500000,0.001000,4.803382,49637.966794,8,7000.000000,0.237950
california,nesterov_ls,random,0.500000,0.001000,4.867512,50267.792377,8,7000.000000,0.233753
california,prox_lin,cyclic,0.500000,0.001000,4.803391,49637.995708,8,498.000000,0.075607
california,prox_lin,shuffle,0.500000,0.001000,4.803391,49637.995756,8,640.000000,0.094978
california,prox_lin,random,0.500000,0.001000,4.803391,49637.995713,8,981.000000,0.143556
california,prox_lin,block_shuffle,0.500000,0.001000,4.803391,49637.995693,8,512.000000,0.076508
california,prox_lin,gs_r,0.500000,0.001000,4.803391,49637.995712,8,485.000000,0.134138
california,prox_lin,gsl_r,0.500000,0.001000,4.803391,49637.995712,8,485.000000,0.136197
california,prox_point,cyclic,0.500000,0.001000,4.803391,49637.995708,8,498.000000,0.073971
california,prox_point,shuffle,0.500000,0.001000,4.803391,49637.995691,8,682.000000,0.101405
california,prox_point,random,0.500000,0.001000,4.803391,49637.995835,8,1029.000000,0.150939
california,prox_point,block_shuffle,0.500000,0.001000,4.803391,49637.995693,8,515.000000,0.077663
california,prox_point,gs_r,0.500000,0.001000,4.803391,49637.995712,8,485.000000,0.135124
california,prox_point,gsl_r,0.500000,0.001000,4.803391,49637.995712,8,485.000000,0.133749
california,prox_linear_ext,cyclic,0.500000,0.001000,4.803391,49637.995708,8,498.000000,0.074339
california,prox_linear_ext,shuffle,0.500000,0.001000,4.803391,49637.995706,8,631.000000,0.093439
california,prox_linear_ext,random,0.500000,0.001000,4.803391,49637.995700,8,894.000000,0.132297
california,prox_linear_ext,block_shuffle,0.500000,0.001000,4.803391,49637.995697,8,509.000000,0.079174
california,prox_linear_ext,gs_r,0.500000,0.001000,4.803391,49637.995712,8,485.000000,0.134009
california,prox_linear_ext,gsl_r,0.500000,0.001000,4.803391,49637.995712,8,485.000000,0.133728
california,prox_linear_sgd,shuffle,0.500000,0.001000,16259143904164436195156164608.000000,167794365090976977628546316894208.000000,8,7000.000000,0.470777
california,prox_linear_svrg,shuffle,0.500000,0.001000,9.424321,97391.203134,8,2100.000000,0.069743
california,bcm,cyclic,0.500000,0.001000,4.803391,49637.995694,8,316.000000,0.192579
california,bcm,shuffle,0.500000,0.001000,4.803391,49637.995694,8,317.000000,0.195098
california,bcm,random,0.500000,0.001000,4.803391,49637.995694,8,317.000000,0.196010
california,bcm,block_shuffle,0.500000,0.001000,4.803391,49637.995694,8,317.000000,0.197676
california,bcm,gs_r,0.500000,0.001000,4.803391,49637.995694,8,317.000000,0.191532
california,bcm,gsl_r,0.500000,0.001000,4.803391,49637.995695,8,316.000000,0.195081
california,nesterov,random,0.700000,0.001000,4.803355,49637.882118,8,13000.000000,0.483412
california,nesterov_ls,random,0.700000,0.001000,4.844755,50040.141483,8,13000.000000,0.478355
california,prox_lin,cyclic,0.700000,0.001000,4.803361,49637.898118,8,836.000000,0.127938
california,prox_lin,shuffle,0.700000,0.001000,4.803361,49637.898141,8,1022.000000,0.154231
california,prox_lin,random,0.700000,0.001000,4.803361,49637.898132,8,1555.000000,0.232297
california,prox_lin,block_shuffle,0.700000,0.001000,4.803361,49637.898108,8,869.000000,0.130819
california,prox_lin,gs_r,0.700000,0.001000,4.803361,49637.898131,8,804.000000,0.224150
california,prox_lin,gsl_r,0.700000,0.001000,4.803361,49637.898131,8,804.000000,0.232516
california,prox_point,cyclic,0.700000,0.001000,4.803361,49637.898118,8,836.000000,0.126152
california,prox_point,shuffle,0.700000,0.001000,4.803361,49637.898144,8,1023.000000,0.155991
california,prox_point,random,0.700000,0.001000,4.803361,49637.898121,8,1617.000000,0.240486
california,prox_point,block_shuffle,0.700000,0.001000,4.803361,49637.898112,8,862.000000,0.129239
california,prox_point,gs_r,0.700000,0.001000,4.803361,49637.898131,8,804.000000,0.222205
california,prox_point,gsl_r,0.700000,0.001000,4.803361,49637.898131,8,804.000000,0.223138
california,prox_linear_ext,cyclic,0.700000,0.001000,4.803361,49637.898118,8,836.000000,0.124829
california,prox_linear_ext,shuffle,0.700000,0.001000,4.803361,49637.898119,8,1137.000000,0.169066
california,prox_linear_ext,random,0.700000,0.001000,4.803361,49637.898133,8,1419.000000,0.212850
california,prox_linear_ext,block_shuffle,0.700000,0.001000,4.803361,49637.898114,8,851.000000,0.126996
california,prox_linear_ext,gs_r,0.700000,0.001000,4.803361,49637.898131,8,804.000000,0.223574
california,prox_linear_ext,gsl_r,0.700000,0.001000,4.803361,49637.898131,8,804.000000,0.227348
california,prox_linear_sgd,shuffle,0.700000,0.001000,1005234239690214919785068971348501869717573170344720016006120612751380534366159200887824096750236892539366173924777764981225938158427339212091034412548836438809519753512609390828286461168376292859161342687855713925433238587294737050669645564975265398534369936925021338421255788393050553813864656815521792.000000,10374017353603018284031960149116509866793591529963536513222424166634487974431769583976702782988080009905941023128034829816009001200047522539472910824003001539009837338255038338348802677864780298171814032220387715000058013555869810320849875843180737176758333444073119822995001435553163221977598138077436444672.000000,8,13000.000000,0.920048
california,prox_linear_svrg,shuffle,0.700000,0.001000,7.891775,81550.796938,8,3900.000000,0.132353
california,bcm,cyclic,0.700000,0.001000,4.803361,49637.898109,8,538.000000,0.324244
california,bcm,shuffle,0.700000,0.001000,4.803361,49637.898109,8,533.000000,0.320553
california,bcm,random,0.700000,0.001000,4.803361,49637.898109,8,533.000000,0.323633
california,bcm,block_shuffle,0.700000,0.001000,4.803361,49637.898110,8,523.000000,0.314399
california,bcm,gs_r,0.700000,0.001000,4.803361,49637.898110,8,522.000000,0.319895
california,bcm,gsl_r,0.700000,0.001000,4.803361,49637.898110,8,522.000000,0.316498
california,nesterov,random,0.850000,0.001000,4.803314,49637.813651,8,29000.000000,1.010060
california,nesterov_ls,random,0.850000,0.001000,4.814921,49744.970575,8,29000.000000,1.030687
california,prox_lin,cyclic,0.850000,0.001000,4.803316,49637.814647,8,1712.000000,0.254969
california,prox_lin,shuffle,0.850000,0.001000,4.803316,49637.814648,8,2206.000000,0.327205
california,prox_lin,random,0.850000,0.001000,4.803316,49637.814649,8,3095.000000,0.457393
california,prox_lin,block_shuffle,0.850000,0.001000,4.803316,49637.814647,8,1769.000000,0.266195
california,prox_lin,gs_r,0.850000,0.001000,4.803316,49637.814647,8,1747.000000,0.486896
california,prox_lin,gsl_r,0.850000,0.001000,4.803316,49637.814647,8,1747.000000,0.483222
california,prox_point,cyclic,0.850000,0.001000,4.803316,49637.814647,8,1712.000000,0.256203
california,prox_point,shuffle,0.850000,0.001000,4.803316,49637.814648,8,2252.000000,0.334551
california,prox_point,random,0.850000,0.001000,4.803316,49637.814654,8,3145.000000,0.465487
california,prox_point,block_shuffle,0.850000,0.001000,4.803316,49637.814647,8,1759.000000,0.262227
california,prox_point,gs_r,0.850000,0.001000,4.803316,49637.814647,8,1747.000000,0.483148
california,prox_point,gsl_r,0.850000,0.001000,4.803316,49637.814647,8,1747.000000,0.487320
california,prox_linear_ext,cyclic,0.850000,0.001000,4.803316,49637.814647,8,1712.000000,0.256085
california,prox_linear_ext,shuffle,0.850000,0.001000,4.803316,49637.814650,8,2144.000000,0.320912
california,prox_linear_ext,random,0.850000,0.001000,4.803316,49637.814645,8,3507.000000,0.523600
california,prox_linear_ext,block_shuffle,0.850000,0.001000,4.803316,49637.814647,8,1739.000000,0.259602
california,prox_linear_ext,gs_r,0.850000,0.001000,4.803316,49637.814647,8,1747.000000,0.493776
california,prox_linear_ext,gsl_r,0.850000,0.001000,4.803316,49637.814647,8,1747.000000,0.491035
california,prox_linear_sgd,shuffle,0.850000,0.001000,5.610483,57900.186614,0,18412.000000,1.242637
california,prox_linear_svrg,shuffle,0.850000,0.001000,9.584717,99064.827456,8,8700.000000,0.293936
california,bcm,cyclic,0.850000,0.001000,4.803316,49637.814645,8,1099.000000,0.660430
california,bcm,shuffle,0.850000,0.001000,4.803316,49637.814645,8,1087.000000,0.651809
california,bcm,random,0.850000,0.001000,4.803316,49637.814645,8,1078.000000,0.647378
california,bcm,block_shuffle,0.850000,0.001000,4.803316,49637.814645,8,1090.000000,0.660208
california,bcm,gs_r,0.850000,0.001000,4.803316,49637.814645,8,1096.000000,0.655948
california,bcm,gsl_r,0.850000,0.001000,4.803316,49637.814645,8,1096.000000,0.664181
california,nesterov,random,0.950000,0.001000,4.803311,49637.813754,8,90000.000000,3.324399
california,nesterov_ls,random,0.950000,0.001000,4.803854,49641.674065,8,90000.000000,3.396964
california,prox_lin,cyclic,0.950000,0.001000,4.803315,49637.813790,8,4637.000000,0.700673
california,prox_lin,shuffle,0.950000,0.001000,4.803315,49637.813791,8,5687.000000,0.855831
california,prox_lin,random,0.950000,0.001000,4.803315,49637.813789,8,8784.000000,1.312129
california,prox_lin,block_shuffle,0.950000,0.001000,4.803315,49637.813790,8,4735.000000,0.731910
california,prox_lin,gs_r,0.950000,0.001000,4.803315,49637.813790,8,4512.000000,1.267156
california,prox_lin,gsl_r,0.950000,0.001000,4.803315,49637.813790,8,4512.000000,1.257685
california,prox_point,cyclic,0.950000,0.001000,4.803315,49637.813790,8,4637.000000,0.696151
california,prox_point,shuffle,0.950000,0.001000,4.803315,49637.813793,8,5686.000000,0.853554
california,prox_point,random,0.950000,0.001000,4.803315,49637.813792,8,8933.000000,1.403409
california,prox_point,block_shuffle,0.950000,0.001000,4.803315,49637.813790,8,4734.000000,0.721970
california,prox_point,gs_r,0.950000,0.001000,4.803315,49637.813790,8,4512.000000,1.282233
california,prox_point,gsl_r,0.950000,0.001000,4.803315,49637.813790,8,4513.000000,1.291483
california,prox_linear_ext,cyclic,0.950000,0.001000,4.803315,49637.813790,8,4637.000000,0.699888
california,prox_linear_ext,shuffle,0.950000,0.001000,4.803315,49637.813791,8,5872.000000,0.885244
california,prox_linear_ext,random,0.950000,0.001000,4.803315,49637.813789,8,7963.000000,1.203578
california,prox_linear_ext,block_shuffle,0.950000,0.001000,4.803315,49637.813789,8,4746.000000,0.711581
california,prox_linear_ext,gs_r,0.950000,0.001000,4.803315,49637.813790,8,4512.000000,1.275206
california,prox_linear_ext,gsl_r,0.950000,0.001000,4.803315,49637.813790,8,4512.000000,1.253862
california,prox_linear_sgd,shuffle,0.950000,0.001000,5.610483,57900.186614,0,8047.000000,0.518083
california,prox_linear_svrg,shuffle,0.950000,0.001000,8.047733,83165.074580,8,27000.000000,0.941925
california,bcm,cyclic,0.950000,0.001000,4.803315,49637.813788,8,2993.000000,1.926760
california,bcm,shuffle,0.950000,0.001000,4.803315,49637.813788,8,3012.000000,1.971342
california,bcm,random,0.950000,0.001000,4.803315,49637.813788,8,3000.000000,1.972797
california,bcm,block_shuffle,0.950000,0.001000,4.803315,49637.813788,8,3010.000000,1.988408
california,bcm,gs_r,0.950000,0.001000,4.803315,49637.813788,8,2990.000000,1.912257
california,bcm,gsl_r,0.950000,0.001000,4.803315,49637.813788,8,2999.000000,1.833725
california,sklearn,-,,0.001000,4.803310,49637.812864,8,,0.004959
